
Test-demo,Test-demo - H264 MBR 720p,http://ms119.streaming.mediaservices.chinacloudapi.cn/3ec4c554-2033-4a3f-97db-d7a12ec4d36f/Test-demo.ism/manifest,http://ms119.streaming.mediaservices.chinacloudapi.cn/3ec4c554-2033-4a3f-97db-d7a12ec4d36f/Test-demo_320x180_400.mp4,http://ms119.streaming.mediaservices.chinacloudapi.cn/3ec4c554-2033-4a3f-97db-d7a12ec4d36f/Test-demo_640x360_650.mp4,http://ms119.streaming.mediaservices.chinacloudapi.cn/3ec4c554-2033-4a3f-97db-d7a12ec4d36f/Test-demo_640x360_1000.mp4,http://ms119.streaming.mediaservices.chinacloudapi.cn/3ec4c554-2033-4a3f-97db-d7a12ec4d36f/Test-demo_960x540_1500.mp4,http://ms119.streaming.mediaservices.chinacloudapi.cn/3ec4c554-2033-4a3f-97db-d7a12ec4d36f/Test-demo_960x540_2250.mp4,http://ms119.streaming.mediaservices.chinacloudapi.cn/3ec4c554-2033-4a3f-97db-d7a12ec4d36f/Test-demo_1280x720_3400.mp4
