
Test-demo,Test-demo - H264 MBR 720p,http://ms119.streaming.mediaservices.chinacloudapi.cn/b9c42975-7d96-4b06-ad42-862ae260534e/Test-demo.ism/manifest,http://ms119.streaming.mediaservices.chinacloudapi.cn/b9c42975-7d96-4b06-ad42-862ae260534e/Test-demo_320x180_400.mp4,http://ms119.streaming.mediaservices.chinacloudapi.cn/b9c42975-7d96-4b06-ad42-862ae260534e/Test-demo_640x360_650.mp4,http://ms119.streaming.mediaservices.chinacloudapi.cn/b9c42975-7d96-4b06-ad42-862ae260534e/Test-demo_640x360_1000.mp4,http://ms119.streaming.mediaservices.chinacloudapi.cn/b9c42975-7d96-4b06-ad42-862ae260534e/Test-demo_960x540_1500.mp4,http://ms119.streaming.mediaservices.chinacloudapi.cn/b9c42975-7d96-4b06-ad42-862ae260534e/Test-demo_960x540_2250.mp4,http://ms119.streaming.mediaservices.chinacloudapi.cn/b9c42975-7d96-4b06-ad42-862ae260534e/Test-demo_1280x720_3400.mp4
